cand,method,mean_plddt,ptm
cand00252,ProteinMPNN,91.44,0.71
cand01920,ProteinMPNN,91.42,0.72
cand01793,ProteinMPNN,91.42,0.68
cand01691,ProteinMPNN,91.42,0.71
cand00500,ProteinMPNN,91.41,0.71
cand00094,ProteinMPNN,91.4,0.72
cand00936,ProteinMPNN,91.4,0.76
cand00407,SolubleMPNN,91.38,0.77
cand01585,ProteinMPNN,91.38,0.63
cand01317,ProteinMPNN,91.37,0.74
cand00244,SolubleMPNN,91.36,0.73
cand01851,SolubleMPNN,91.36,0.75
cand01845,SolubleMPNN,91.36,0.74
cand02160,ProteinMPNN,91.36,0.7
cand00435,SolubleMPNN,91.34,0.76
cand01251,ProteinMPNN,91.34,0.74
cand01968,SolubleMPNN,91.33,0.7
cand02234,ProteinMPNN,91.32,0.65
cand01818,ProteinMPNN,91.31,0.7
cand00145,ProteinMPNN,91.31,0.71
cand01229,SolubleMPNN,91.3,0.73
cand01711,SolubleMPNN,91.3,0.64
cand00834,ProteinMPNN,91.3,0.71
cand00010,ProteinMPNN,91.28,0.75
cand01042,SolubleMPNN,91.28,0.72
cand01966,SolubleMPNN,91.25,0.74
cand01299,SolubleMPNN,91.25,0.69
cand01172,SolubleMPNN,91.25,0.7
cand01065,ProteinMPNN,91.25,0.62
cand02338,ProteinMPNN,91.24,0.7
cand01544,ProteinMPNN,91.24,0.67
cand01075,ProteinMPNN,91.24,0.67
cand00177,SolubleMPNN,91.23,0.73
cand01183,ProteinMPNN,91.23,0.73
cand01335,SolubleMPNN,91.23,0.65
cand00762,ProteinMPNN,91.22,0.69
cand01393,SolubleMPNN,91.21,0.64
cand00926,ProteinMPNN,91.21,0.7
cand02390,ProteinMPNN,91.21,0.65
cand02010,ProteinMPNN,91.2,0.69
cand00584,ProteinMPNN,91.19,0.68
cand01313,ProteinMPNN,91.19,0.7
cand00930,SolubleMPNN,91.19,0.71
cand01034,ProteinMPNN,91.19,0.66
cand01899,ProteinMPNN,91.19,0.68
cand00513,SolubleMPNN,91.18,0.76
cand02413,ProteinMPNN,91.17,0.71
cand01037,SolubleMPNN,91.17,0.76
cand02236,ProteinMPNN,91.16,0.66
cand00055,ProteinMPNN,91.16,0.72
cand00424,SolubleMPNN,91.14,0.74
cand01828,SolubleMPNN,91.13,0.71
cand00516,ProteinMPNN,91.13,0.76
cand00315,ProteinMPNN,91.13,0.75
cand02471,ProteinMPNN,91.12,0.69
cand01397,ProteinMPNN,91.11,0.64
cand02425,ProteinMPNN,91.1,0.68
cand02322,SolubleMPNN,91.09,0.66
cand00501,SolubleMPNN,91.09,0.75
cand00579,ProteinMPNN,91.08,0.65
cand00871,ProteinMPNN,91.08,0.71
cand00233,SolubleMPNN,91.08,0.74
cand01799,SolubleMPNN,91.07,0.69
cand00126,SolubleMPNN,91.06,0.75
cand00099,ProteinMPNN,91.06,0.7
cand02306,ProteinMPNN,91.06,0.66
cand00855,SolubleMPNN,91.05,0.65
cand01319,ProteinMPNN,91.04,0.72
cand00277,ProteinMPNN,91.04,0.7
cand00983,ProteinMPNN,91.03,0.7
cand01340,ProteinMPNN,91.03,0.65
cand02242,ProteinMPNN,91.02,0.65
cand02258,ProteinMPNN,91.02,0.69
cand01120,ProteinMPNN,91.02,0.65
cand01980,ProteinMPNN,91.01,0.69
cand02191,ProteinMPNN,91.0,0.69
cand00238,ProteinMPNN,90.99,0.59
cand00149,ProteinMPNN,90.98,0.72
cand01185,ProteinMPNN,90.98,0.63
cand01350,SolubleMPNN,90.97,0.7
cand00278,ProteinMPNN,90.97,0.74
cand01189,ProteinMPNN,90.95,0.66
cand00659,ProteinMPNN,90.94,0.73
cand01613,ProteinMPNN,90.94,0.66
cand00156,ProteinMPNN,90.93,0.75
cand02343,SolubleMPNN,90.92,0.65
cand02148,ProteinMPNN,90.92,0.68
cand00560,SolubleMPNN,90.9,0.74
cand00486,ProteinMPNN,90.9,0.68
cand02321,ProteinMPNN,90.89,0.66
cand00988,SolubleMPNN,90.89,0.72
cand02206,ProteinMPNN,90.88,0.69
cand00787,SolubleMPNN,90.87,0.76
cand01383,ProteinMPNN,90.86,0.7
cand01157,SolubleMPNN,90.86,0.65
cand02403,SolubleMPNN,90.85,0.69
cand01598,SolubleMPNN,90.85,0.68
cand01404,ProteinMPNN,90.85,0.65
cand00880,ProteinMPNN,90.85,0.67
cand02153,SolubleMPNN,90.84,0.69
cand00214,SolubleMPNN,90.83,0.72
cand02181,ProteinMPNN,90.83,0.68
cand01472,ProteinMPNN,90.81,0.69
cand01302,SolubleMPNN,90.81,0.73
cand01426,ProteinMPNN,90.81,0.63
cand01110,ProteinMPNN,90.8,0.68
cand02241,ProteinMPNN,90.79,0.66
cand00531,ProteinMPNN,90.79,0.78
cand00541,SolubleMPNN,90.79,0.75
cand01838,SolubleMPNN,90.78,0.7
cand02391,SolubleMPNN,90.78,0.67
cand00436,SolubleMPNN,90.75,0.77
cand00305,ProteinMPNN,90.75,0.75
cand00380,SolubleMPNN,90.75,0.75
cand02136,ProteinMPNN,90.74,0.64
cand01233,ProteinMPNN,90.74,0.66
cand02467,ProteinMPNN,90.74,0.67
cand01858,SolubleMPNN,90.72,0.68
cand00640,SolubleMPNN,90.71,0.74
cand02465,ProteinMPNN,90.69,0.67
cand01040,ProteinMPNN,90.69,0.67
cand02170,ProteinMPNN,90.68,0.71
cand00370,SolubleMPNN,90.68,0.75
cand01879,ProteinMPNN,90.67,0.68
cand00805,SolubleMPNN,90.66,0.73
cand01976,ProteinMPNN,90.65,0.72
cand01474,ProteinMPNN,90.64,0.7
cand01439,ProteinMPNN,90.64,0.67
cand01043,ProteinMPNN,90.63,0.65
cand02259,SolubleMPNN,90.62,0.66
cand01558,ProteinMPNN,90.62,0.74
cand01351,ProteinMPNN,90.62,0.62
cand01114,SolubleMPNN,90.61,0.63
cand02301,SolubleMPNN,90.59,0.66
cand01137,SolubleMPNN,90.59,0.71
cand01508,SolubleMPNN,90.58,0.73
cand02331,ProteinMPNN,90.56,0.63
cand00324,ProteinMPNN,90.54,0.73
cand02271,ProteinMPNN,90.54,0.69
cand00071,SolubleMPNN,90.51,0.75
cand01129,SolubleMPNN,90.51,0.74
cand02225,ProteinMPNN,90.5,0.71
cand00548,ProteinMPNN,90.5,0.74
cand01789,ProteinMPNN,90.49,0.64
cand02239,ProteinMPNN,90.46,0.66
cand01035,ProteinMPNN,90.46,0.63
cand01975,SolubleMPNN,90.45,0.7
cand00037,ProteinMPNN,90.45,0.69
cand01770,ProteinMPNN,90.45,0.69
cand00741,ProteinMPNN,90.44,0.75
cand00801,SolubleMPNN,90.44,0.68
cand01574,ProteinMPNN,90.43,0.68
cand02251,SolubleMPNN,90.42,0.65
cand00348,ProteinMPNN,90.41,0.74
cand02224,SolubleMPNN,90.4,0.67
cand01003,SolubleMPNN,90.39,0.77
cand00178,ProteinMPNN,90.38,0.7
cand00152,ProteinMPNN,90.38,0.7
cand02334,ProteinMPNN,90.36,0.67
cand01466,ProteinMPNN,90.35,0.62
cand02436,ProteinMPNN,90.35,0.67
cand01023,SolubleMPNN,90.35,0.76
cand00097,ProteinMPNN,90.34,0.69
cand02278,SolubleMPNN,90.34,0.69
cand01762,ProteinMPNN,90.34,0.69
cand00267,ProteinMPNN,90.34,0.69
cand00755,SolubleMPNN,90.33,0.75
cand01832,ProteinMPNN,90.33,0.7
cand01716,ProteinMPNN,90.33,0.72
cand00223,ProteinMPNN,90.32,0.73
cand01486,ProteinMPNN,90.32,0.72
cand02211,ProteinMPNN,90.31,0.63
cand01872,SolubleMPNN,90.31,0.74
cand01877,SolubleMPNN,90.3,0.66
cand01213,ProteinMPNN,90.26,0.68
cand00914,ProteinMPNN,90.26,0.71
cand01127,SolubleMPNN,90.26,0.7
cand00744,ProteinMPNN,90.24,0.72
cand00867,ProteinMPNN,90.24,0.69
cand01402,ProteinMPNN,90.22,0.72
cand01304,ProteinMPNN,90.21,0.61
cand01737,ProteinMPNN,90.21,0.73
cand01148,ProteinMPNN,90.21,0.68
cand01578,SolubleMPNN,90.2,0.6
cand00839,SolubleMPNN,90.2,0.76
cand00283,SolubleMPNN,90.2,0.72
cand00489,SolubleMPNN,90.17,0.72
cand00811,ProteinMPNN,90.17,0.63
cand02162,ProteinMPNN,90.16,0.67
cand01477,ProteinMPNN,90.15,0.68
cand01097,SolubleMPNN,90.14,0.75
cand00794,SolubleMPNN,90.14,0.73
cand01237,ProteinMPNN,90.11,0.69
cand02319,ProteinMPNN,90.09,0.67
cand02078,SolubleMPNN,90.08,0.72
cand02426,SolubleMPNN,90.07,0.71
cand01387,ProteinMPNN,90.06,0.69
cand01171,ProteinMPNN,90.05,0.7
cand00207,ProteinMPNN,90.03,0.72
cand01779,ProteinMPNN,90.02,0.69
cand00913,ProteinMPNN,90.01,0.71
cand00280,ProteinMPNN,90.01,0.72
cand00776,ProteinMPNN,90.0,0.75
cand02079,ProteinMPNN,90.0,0.68
cand00723,ProteinMPNN,89.98,0.72
cand00561,SolubleMPNN,89.98,0.71
cand00058,ProteinMPNN,89.98,0.69
cand02398,SolubleMPNN,89.95,0.65
cand01901,ProteinMPNN,89.94,0.68
cand01106,SolubleMPNN,89.93,0.69
cand02095,ProteinMPNN,89.93,0.68
cand00379,SolubleMPNN,89.93,0.72
cand00725,ProteinMPNN,89.92,0.71
cand01804,ProteinMPNN,89.92,0.68
cand01897,SolubleMPNN,89.91,0.72
cand01155,SolubleMPNN,89.9,0.76
cand00862,ProteinMPNN,89.87,0.72
cand02143,ProteinMPNN,89.85,0.62
cand01534,ProteinMPNN,89.85,0.62
cand00269,SolubleMPNN,89.85,0.73
cand00030,ProteinMPNN,89.84,0.59
cand02459,ProteinMPNN,89.84,0.65
cand01133,ProteinMPNN,89.84,0.6
cand01553,SolubleMPNN,89.82,0.72
cand01730,ProteinMPNN,89.8,0.7
cand00650,ProteinMPNN,89.78,0.73
cand01108,ProteinMPNN,89.78,0.61
cand01222,ProteinMPNN,89.76,0.71
cand01077,ProteinMPNN,89.76,0.65
cand02311,SolubleMPNN,89.75,0.66
cand01309,ProteinMPNN,89.71,0.73
cand02023,ProteinMPNN,89.69,0.66
cand00969,ProteinMPNN,89.69,0.7
cand00788,ProteinMPNN,89.68,0.67
cand00942,ProteinMPNN,89.66,0.63
cand00798,ProteinMPNN,89.66,0.74
cand00498,ProteinMPNN,89.66,0.67
cand00580,SolubleMPNN,89.65,0.7
cand00197,ProteinMPNN,89.65,0.74
cand01537,SolubleMPNN,89.65,0.72
cand00091,SolubleMPNN,89.64,0.73
cand01132,SolubleMPNN,89.64,0.7
cand01341,ProteinMPNN,89.63,0.68
cand00863,ProteinMPNN,89.62,0.68
cand01261,ProteinMPNN,89.62,0.68
cand00080,ProteinMPNN,89.61,0.71
cand01929,ProteinMPNN,89.61,0.71
cand02349,SolubleMPNN,89.6,0.66
cand00355,ProteinMPNN,89.6,0.74
cand00098,ProteinMPNN,89.6,0.71
cand02228,SolubleMPNN,89.59,0.69
cand01826,ProteinMPNN,89.57,0.66
cand01489,SolubleMPNN,89.57,0.69
cand01228,SolubleMPNN,89.55,0.7
cand01780,ProteinMPNN,89.55,0.7
cand02192,SolubleMPNN,89.55,0.63
cand01827,SolubleMPNN,89.54,0.71
cand01925,ProteinMPNN,89.54,0.64
cand01305,ProteinMPNN,89.52,0.72
cand02205,ProteinMPNN,89.52,0.6
cand01803,SolubleMPNN,89.51,0.71
cand00265,ProteinMPNN,89.51,0.7
cand01502,ProteinMPNN,89.5,0.69
cand01831,ProteinMPNN,89.49,0.67
cand01463,SolubleMPNN,89.49,0.68
cand00084,ProteinMPNN,89.47,0.67
cand02320,SolubleMPNN,89.46,0.67
cand01161,ProteinMPNN,89.42,0.67
cand02268,ProteinMPNN,89.39,0.62
cand01926,ProteinMPNN,89.39,0.66
cand02094,SolubleMPNN,89.39,0.65
cand01124,SolubleMPNN,89.39,0.72
cand00369,SolubleMPNN,89.38,0.64
cand00976,ProteinMPNN,89.36,0.66
cand00249,ProteinMPNN,89.36,0.73
cand00804,SolubleMPNN,89.35,0.64
cand00853,SolubleMPNN,89.33,0.77
cand00664,SolubleMPNN,89.33,0.71
cand02462,ProteinMPNN,89.33,0.64
cand01117,SolubleMPNN,89.3,0.76
cand02054,ProteinMPNN,89.29,0.68
cand00797,ProteinMPNN,89.28,0.73
cand00678,ProteinMPNN,89.27,0.72
cand01540,ProteinMPNN,89.26,0.64
cand00735,SolubleMPNN,89.25,0.75
cand01314,ProteinMPNN,89.23,0.61
cand00353,SolubleMPNN,89.22,0.71
cand02328,ProteinMPNN,89.21,0.61
cand02479,ProteinMPNN,89.21,0.68
cand01050,ProteinMPNN,89.21,0.71
cand01512,ProteinMPNN,89.21,0.71
cand01009,SolubleMPNN,89.2,0.72
cand00446,SolubleMPNN,89.2,0.78
cand00135,ProteinMPNN,89.19,0.71
cand02288,SolubleMPNN,89.19,0.69
cand00909,ProteinMPNN,89.19,0.68
cand00038,SolubleMPNN,89.14,0.75
cand00925,SolubleMPNN,89.13,0.71
cand00456,ProteinMPNN,89.11,0.71
cand01019,SolubleMPNN,89.1,0.72
cand01247,SolubleMPNN,89.09,0.72
cand02037,ProteinMPNN,89.08,0.66
cand00982,ProteinMPNN,89.08,0.71
cand00351,ProteinMPNN,89.07,0.73
cand01366,ProteinMPNN,89.06,0.63
cand02085,SolubleMPNN,89.06,0.67
cand00568,SolubleMPNN,89.04,0.73
cand00504,ProteinMPNN,89.04,0.71
cand00419,SolubleMPNN,89.01,0.71
cand02175,SolubleMPNN,89.01,0.7
cand01790,ProteinMPNN,89.0,0.72
cand00044,SolubleMPNN,88.99,0.7
cand00819,ProteinMPNN,88.99,0.7
cand00497,ProteinMPNN,88.96,0.73
cand00046,ProteinMPNN,88.93,0.68
cand01130,ProteinMPNN,88.93,0.7
cand01386,ProteinMPNN,88.91,0.68
cand00474,ProteinMPNN,88.91,0.72
cand00746,SolubleMPNN,88.89,0.75
cand02312,ProteinMPNN,88.89,0.61
cand01497,SolubleMPNN,88.89,0.65
cand00970,SolubleMPNN,88.88,0.75
cand00674,ProteinMPNN,88.87,0.74
cand02363,SolubleMPNN,88.87,0.66
cand02452,ProteinMPNN,88.86,0.63
cand00250,SolubleMPNN,88.86,0.7
cand01930,SolubleMPNN,88.84,0.71
cand01938,SolubleMPNN,88.84,0.72
cand01894,ProteinMPNN,88.84,0.7
cand01963,SolubleMPNN,88.79,0.72
cand01644,ProteinMPNN,88.76,0.71
cand01741,SolubleMPNN,88.75,0.69
cand01465,ProteinMPNN,88.74,0.66
cand01449,ProteinMPNN,88.74,0.66
cand01162,ProteinMPNN,88.74,0.58
cand01735,ProteinMPNN,88.74,0.63
cand02217,SolubleMPNN,88.73,0.63
cand00559,ProteinMPNN,88.73,0.72
cand01445,SolubleMPNN,88.68,0.66
cand01629,ProteinMPNN,88.68,0.66
cand00644,ProteinMPNN,88.67,0.7
cand02253,SolubleMPNN,88.67,0.66
cand00179,SolubleMPNN,88.66,0.76
cand02138,SolubleMPNN,88.65,0.65
cand01144,ProteinMPNN,88.64,0.63
cand01429,ProteinMPNN,88.61,0.61
cand01972,ProteinMPNN,88.6,0.68
cand01797,ProteinMPNN,88.6,0.66
cand00517,ProteinMPNN,88.59,0.73
cand02420,ProteinMPNN,88.58,0.66
cand00438,ProteinMPNN,88.58,0.55
cand01670,SolubleMPNN,88.58,0.66
cand01896,ProteinMPNN,88.57,0.68
cand01632,ProteinMPNN,88.56,0.65
cand01914,ProteinMPNN,88.56,0.68
cand00732,ProteinMPNN,88.53,0.7
cand01066,SolubleMPNN,88.53,0.78
cand02416,ProteinMPNN,88.51,0.63
cand02365,SolubleMPNN,88.51,0.61
cand00524,ProteinMPNN,88.51,0.71
cand00388,ProteinMPNN,88.49,0.72
cand01494,ProteinMPNN,88.47,0.66
cand02237,SolubleMPNN,88.46,0.68
cand00656,ProteinMPNN,88.45,0.65
cand02367,ProteinMPNN,88.42,0.63
cand01390,SolubleMPNN,88.41,0.69
cand02448,ProteinMPNN,88.38,0.64
cand01158,SolubleMPNN,88.38,0.73
cand02377,ProteinMPNN,88.36,0.58
cand01833,SolubleMPNN,88.34,0.72
cand00527,SolubleMPNN,88.32,0.73
cand01227,SolubleMPNN,88.32,0.76
cand01201,ProteinMPNN,88.31,0.64
cand01814,ProteinMPNN,88.29,0.69
cand01515,ProteinMPNN,88.29,0.65
cand02453,ProteinMPNN,88.28,0.63
cand00282,SolubleMPNN,88.28,0.74
cand02046,ProteinMPNN,88.25,0.65
cand00298,ProteinMPNN,88.23,0.67
cand00001,ProteinMPNN,88.21,0.71
cand00123,SolubleMPNN,88.21,0.75
cand01944,SolubleMPNN,88.2,0.55
cand01708,ProteinMPNN,88.19,0.65
cand02132,ProteinMPNN,88.18,0.64
cand00101,SolubleMPNN,88.16,0.72
cand00634,ProteinMPNN,88.16,0.68
cand01882,ProteinMPNN,88.14,0.64
cand01142,SolubleMPNN,88.14,0.68
cand01551,ProteinMPNN,88.11,0.67
cand00993,ProteinMPNN,88.1,0.69
cand01346,ProteinMPNN,88.08,0.64
cand01905,ProteinMPNN,88.05,0.66
cand01084,SolubleMPNN,88.04,0.75
cand00998,SolubleMPNN,88.02,0.77
cand02449,ProteinMPNN,88.02,0.63
cand00251,SolubleMPNN,88.01,0.69
cand01496,ProteinMPNN,87.99,0.67
cand02066,ProteinMPNN,87.96,0.69
cand02474,ProteinMPNN,87.93,0.69
cand00450,ProteinMPNN,87.93,0.7
cand02232,ProteinMPNN,87.92,0.69
cand00200,ProteinMPNN,87.9,0.72
cand00751,SolubleMPNN,87.89,0.73
cand00795,ProteinMPNN,87.89,0.71
cand00703,ProteinMPNN,87.89,0.68
cand01052,SolubleMPNN,87.86,0.7
cand01355,ProteinMPNN,87.85,0.63
cand00095,ProteinMPNN,87.82,0.68
cand01226,SolubleMPNN,87.81,0.64
cand01990,ProteinMPNN,87.79,0.64
cand00557,ProteinMPNN,87.79,0.74
cand00771,ProteinMPNN,87.78,0.73
cand01576,ProteinMPNN,87.77,0.64
cand02246,ProteinMPNN,87.77,0.68
cand01577,ProteinMPNN,87.73,0.56
cand01119,SolubleMPNN,87.71,0.74
cand01909,SolubleMPNN,87.71,0.7
cand01890,ProteinMPNN,87.69,0.66
cand00418,ProteinMPNN,87.68,0.54
cand01841,ProteinMPNN,87.66,0.68
cand00849,ProteinMPNN,87.64,0.67
cand00121,ProteinMPNN,87.63,0.66
cand00311,ProteinMPNN,87.61,0.68
cand02447,SolubleMPNN,87.59,0.66
cand01378,SolubleMPNN,87.58,0.67
cand02423,ProteinMPNN,87.58,0.61
cand01592,ProteinMPNN,87.57,0.59
cand00000,ProteinMPNN,87.55,0.7
cand00164,ProteinMPNN,87.54,0.7
cand01612,SolubleMPNN,87.53,0.62
cand02007,SolubleMPNN,87.52,0.67
cand00893,SolubleMPNN,87.52,0.66
cand00108,SolubleMPNN,87.5,0.7
cand01100,ProteinMPNN,87.49,0.66
cand01523,SolubleMPNN,87.44,0.69
cand01123,SolubleMPNN,87.44,0.71
cand01936,ProteinMPNN,87.43,0.63
cand00384,SolubleMPNN,87.42,0.75
cand00140,SolubleMPNN,87.4,0.7
cand01115,SolubleMPNN,87.38,0.78
cand02317,SolubleMPNN,87.38,0.63
cand00035,ProteinMPNN,87.36,0.64
cand01928,ProteinMPNN,87.36,0.63
cand01676,SolubleMPNN,87.34,0.66
cand00821,ProteinMPNN,87.34,0.68
cand00413,ProteinMPNN,87.33,0.7
cand00974,ProteinMPNN,87.31,0.52
cand01971,ProteinMPNN,87.3,0.66
cand00675,SolubleMPNN,87.27,0.75
cand01303,ProteinMPNN,87.27,0.63
cand00412,ProteinMPNN,87.26,0.54
cand01358,ProteinMPNN,87.23,0.61
cand00822,ProteinMPNN,87.21,0.69
cand01447,ProteinMPNN,87.18,0.64
cand01279,SolubleMPNN,87.18,0.67
cand02435,ProteinMPNN,87.17,0.62
cand01647,ProteinMPNN,87.15,0.64
cand00808,SolubleMPNN,87.14,0.72
cand00533,SolubleMPNN,87.13,0.71
cand02240,SolubleMPNN,87.12,0.66
cand00192,SolubleMPNN,87.11,0.6
cand01301,ProteinMPNN,87.1,0.63
cand02080,ProteinMPNN,87.03,0.63
cand01668,ProteinMPNN,86.96,0.69
cand01715,SolubleMPNN,86.95,0.67
cand00196,SolubleMPNN,86.94,0.7
cand01701,ProteinMPNN,86.94,0.63
cand01587,SolubleMPNN,86.92,0.66
cand01749,SolubleMPNN,86.92,0.69
cand01071,SolubleMPNN,86.9,0.59
cand00296,ProteinMPNN,86.84,0.7
cand02430,ProteinMPNN,86.81,0.61
cand00572,ProteinMPNN,86.79,0.65
cand01714,SolubleMPNN,86.79,0.62
cand02442,ProteinMPNN,86.78,0.61
cand01431,SolubleMPNN,86.76,0.68
cand00534,SolubleMPNN,86.73,0.68
cand00245,SolubleMPNN,86.73,0.68
cand01420,SolubleMPNN,86.72,0.68
cand00138,SolubleMPNN,86.52,0.6
cand00493,SolubleMPNN,86.51,0.69
cand02456,ProteinMPNN,86.46,0.58
cand02454,ProteinMPNN,86.43,0.58
cand00655,SolubleMPNN,86.42,0.66
cand00594,SolubleMPNN,86.4,0.7
cand02043,ProteinMPNN,86.4,0.68
cand00159,SolubleMPNN,86.39,0.76
cand01863,SolubleMPNN,86.39,0.65
cand01958,ProteinMPNN,86.26,0.62
cand01594,ProteinMPNN,86.25,0.65
cand00684,ProteinMPNN,86.24,0.68
cand00896,SolubleMPNN,86.23,0.6
cand00183,SolubleMPNN,86.19,0.68
cand01653,ProteinMPNN,86.19,0.66
cand00641,SolubleMPNN,86.12,0.7
cand00176,ProteinMPNN,86.11,0.69
cand01478,ProteinMPNN,86.1,0.64
cand01242,SolubleMPNN,86.06,0.68
cand00532,SolubleMPNN,86.05,0.71
cand00511,SolubleMPNN,86.05,0.65
cand02221,SolubleMPNN,86.03,0.63
cand02361,SolubleMPNN,86.0,0.65
cand01291,ProteinMPNN,85.99,0.66
cand01859,ProteinMPNN,85.95,0.63
cand01444,ProteinMPNN,85.92,0.61
cand01994,SolubleMPNN,85.91,0.57
cand00809,SolubleMPNN,85.91,0.72
cand00426,SolubleMPNN,85.88,0.67
cand00614,SolubleMPNN,85.85,0.66
cand00975,SolubleMPNN,85.84,0.65
cand01021,ProteinMPNN,85.84,0.58
cand00854,ProteinMPNN,85.8,0.68
cand01166,SolubleMPNN,85.8,0.6
cand02294,SolubleMPNN,85.74,0.59
cand01028,SolubleMPNN,85.72,0.72
cand01952,ProteinMPNN,85.66,0.54
cand01953,ProteinMPNN,85.63,0.64
cand00399,SolubleMPNN,85.62,0.68
cand01321,ProteinMPNN,85.61,0.6
cand00272,ProteinMPNN,85.56,0.68
cand02443,ProteinMPNN,85.53,0.58
cand01880,ProteinMPNN,85.53,0.61
cand02024,SolubleMPNN,85.5,0.59
cand02332,SolubleMPNN,85.48,0.59
cand01725,ProteinMPNN,85.47,0.62
cand00831,SolubleMPNN,85.43,0.66
cand00361,SolubleMPNN,85.43,0.7
cand02450,ProteinMPNN,85.41,0.62
cand01986,ProteinMPNN,85.38,0.63
cand01099,ProteinMPNN,85.37,0.68
cand00257,ProteinMPNN,85.31,0.53
cand00711,ProteinMPNN,85.3,0.67
cand02142,ProteinMPNN,85.28,0.6
cand00258,ProteinMPNN,85.26,0.61
cand00994,SolubleMPNN,85.25,0.67
cand01593,ProteinMPNN,85.25,0.6
cand00378,ProteinMPNN,85.23,0.67
cand02140,ProteinMPNN,85.18,0.65
cand00422,SolubleMPNN,85.14,0.68
cand00742,ProteinMPNN,85.13,0.63
cand00069,ProteinMPNN,85.13,0.64
cand00367,ProteinMPNN,85.13,0.64
cand01365,ProteinMPNN,85.09,0.66
cand01455,SolubleMPNN,85.08,0.71
cand01702,ProteinMPNN,85.08,0.55
cand00638,SolubleMPNN,85.05,0.73
cand00780,ProteinMPNN,85.04,0.7
cand00799,ProteinMPNN,85.04,0.67
cand01813,SolubleMPNN,85.03,0.64
cand01618,SolubleMPNN,85.02,0.64
cand00110,ProteinMPNN,85.0,0.67
cand02161,SolubleMPNN,85.0,0.6
cand01982,SolubleMPNN,84.95,0.64
cand01852,ProteinMPNN,84.89,0.65
cand01819,ProteinMPNN,84.88,0.63
cand01658,SolubleMPNN,84.88,0.63
cand01545,SolubleMPNN,84.83,0.62
cand02458,ProteinMPNN,84.82,0.54
cand00828,SolubleMPNN,84.8,0.67
cand00781,ProteinMPNN,84.79,0.66
cand00234,SolubleMPNN,84.78,0.68
cand00442,ProteinMPNN,84.78,0.68
cand01410,SolubleMPNN,84.74,0.6
cand00761,SolubleMPNN,84.73,0.67
cand00358,ProteinMPNN,84.64,0.64
cand01254,SolubleMPNN,84.63,0.57
cand02438,ProteinMPNN,84.62,0.6
cand02469,ProteinMPNN,84.6,0.62
cand00609,SolubleMPNN,84.59,0.69
cand00643,ProteinMPNN,84.51,0.62
cand00292,SolubleMPNN,84.5,0.65
cand00146,SolubleMPNN,84.48,0.67
cand02394,ProteinMPNN,84.43,0.63
cand01536,ProteinMPNN,84.41,0.54
cand01253,SolubleMPNN,84.39,0.63
cand00868,SolubleMPNN,84.38,0.6
cand00916,ProteinMPNN,84.38,0.64
cand00730,SolubleMPNN,84.37,0.67
cand00488,SolubleMPNN,84.36,0.65
cand00350,SolubleMPNN,84.32,0.69
cand02359,ProteinMPNN,84.3,0.63
cand00938,ProteinMPNN,84.29,0.61
cand02414,ProteinMPNN,84.28,0.57
cand01835,ProteinMPNN,84.24,0.63
cand01839,SolubleMPNN,84.21,0.67
cand01342,SolubleMPNN,84.2,0.51
cand02410,ProteinMPNN,84.12,0.58
cand01740,ProteinMPNN,84.12,0.61
cand00470,SolubleMPNN,84.0,0.65
cand01557,SolubleMPNN,83.99,0.63
cand00807,SolubleMPNN,83.99,0.7
cand00750,SolubleMPNN,83.95,0.63
cand01216,ProteinMPNN,83.9,0.61
cand01152,ProteinMPNN,83.86,0.57
cand00529,SolubleMPNN,83.85,0.6
cand01742,SolubleMPNN,83.85,0.65
cand02071,SolubleMPNN,83.83,0.68
cand02087,SolubleMPNN,83.81,0.55
cand02466,ProteinMPNN,83.75,0.58
cand00752,ProteinMPNN,83.74,0.59
cand01847,SolubleMPNN,83.74,0.61
cand00189,SolubleMPNN,83.7,0.64
cand00326,SolubleMPNN,83.68,0.6
cand02439,ProteinMPNN,83.65,0.58
cand00023,ProteinMPNN,83.62,0.63
cand01156,ProteinMPNN,83.59,0.63
cand02280,SolubleMPNN,83.55,0.57
cand01175,SolubleMPNN,83.55,0.65
cand01250,SolubleMPNN,83.54,0.66
cand01678,SolubleMPNN,83.49,0.62
cand00012,SolubleMPNN,83.42,0.63
cand00981,SolubleMPNN,83.4,0.55
cand01754,SolubleMPNN,83.4,0.51
cand01917,ProteinMPNN,83.38,0.57
cand01529,SolubleMPNN,83.36,0.56
cand01079,ProteinMPNN,83.34,0.63
cand00837,ProteinMPNN,83.33,0.63
cand02163,SolubleMPNN,83.32,0.53
cand00598,SolubleMPNN,83.28,0.66
cand01806,SolubleMPNN,83.25,0.61
cand00175,ProteinMPNN,83.23,0.62
cand01633,ProteinMPNN,83.22,0.65
cand02415,ProteinMPNN,83.21,0.54
cand01160,SolubleMPNN,83.18,0.61
cand01700,SolubleMPNN,83.17,0.66
cand02477,ProteinMPNN,83.16,0.6
cand00567,SolubleMPNN,83.15,0.57
cand01596,SolubleMPNN,83.13,0.64
cand00537,ProteinMPNN,83.06,0.67
cand00505,SolubleMPNN,83.0,0.61
cand01572,SolubleMPNN,82.99,0.71
cand02044,ProteinMPNN,82.95,0.58
cand01973,ProteinMPNN,82.91,0.58
cand01232,SolubleMPNN,82.9,0.6
cand00847,SolubleMPNN,82.85,0.7
